id,x,y
001,1220.718,3405.910
002,3385.049,1952.587
003,595.248,2510.208
004,495.543,3993.385
005,134.682,3848.874
006,2495.298,3828.238
007,1386.632,2813.443
008,1509.766,1058.577
009,3514.820,2341.571
010,1627.849,2775.859
011,2212.336,1470.559
012,3004.582,1973.362
013,2476.859,1040.457
014,2412.697,1819.465
015,2836.534,3747.620
016,963.744,1137.768
017,1401.122,2536.086
018,1997.310,544.464
019,1016.611,1399.192
020,3008.703,2143.738
021,3857.184,1146.412
022,294.216,2603.041
023,3031.635,3847.217
024,2322.753,713.853
025,874.200,3644.627
026,3173.292,169.604
027,2360.460,1471.447
028,3970.427,1282.433
029,1868.403,638.771
030,2432.875,2742.648
031,62.354,1541.801
032,2966.506,2707.492
033,180.020,3716.937
034,2194.040,3048.087
035,3743.755,2592.578
036,3599.466,2763.269
037,2863.709,3942.451
038,1842.977,3670.392
039,919.526,2231.398
040,3204.010,1939.413
041,1331.134,2014.928
042,2946.030,3622.938
043,100.163,498.961
044,379.941,2436.835
045,2410.305,3640.338
046,1677.945,2940.564
047,2398.978,2429.654
048,582.934,2686.758
049,2270.294,1694.443
050,1853.732,2314.008
051,445.331,2868.761
052,2874.956,1687.456
053,493.580,2864.782
054,2552.942,3102.903
055,1631.173,3621.850
056,2161.013,1188.816
057,2896.028,2407.377
058,1969.942,2332.459
059,308.354,2012.002
060,731.503,2989.035
061,529.555,3935.359
062,838.369,3228.738
063,3420.731,2.858
064,2399.918,2736.504
065,2123.526,984.495
066,2840.337,3635.707
067,527.266,2708.942
068,339.865,33.707
069,3104.825,2146.090
070,1429.058,3023.687
071,3254.628,2678.537
072,2122.923,1718.090
073,780.704,369.919
074,3584.846,3911.421
075,455.345,2442.900
076,1150.339,1591.865
077,786.973,2420.965
078,3408.336,430.526
079,241.940,328.389
080,514.891,3293.116
081,283.148,3649.472
082,3003.094,2165.189
083,3664.647,2927.248
084,2030.744,3490.320
085,1552.801,237.854
086,151.756,1050.698
087,1950.841,3138.734
088,2640.932,2882.983
089,2580.407,3195.149
090,2234.801,3933.178
091,1847.336,3314.149
092,2565.783,2854.646
093,3073.921,3790.048
094,285.112,3686.764
095,241.537,3316.811
096,3036.897,3113.768
097,2509.256,1041.260
098,2248.468,3458.580
099,2442.362,1078.588
100,3769.296,2633.200
