id,x,y
001,1569.857,1661.667
002,1386.817,179.834
003,659.324,1573.317
004,1847.093,986.090
005,770.519,718.294
006,1924.062,572.595
007,491.095,1818.298
008,1873.971,1572.466
009,771.759,1886.125
010,1454.441,1730.092
011,731.250,1625.987
012,772.847,1328.852
013,44.164,491.857
014,302.783,1368.117
015,1263.273,1756.123
016,1415.548,437.936
017,997.572,1161.649
018,724.639,489.736
019,456.952,1171.149
020,109.573,390.773
021,841.025,719.543
022,503.450,321.834
023,1837.837,1126.334
024,578.332,1537.048
025,1309.731,1135.347
026,1394.602,1170.889
027,1748.663,1356.240
028,1298.575,905.106
029,1330.514,1462.560
030,437.138,51.834
031,1249.110,1345.136
032,604.642,429.339
033,1076.194,253.987
034,1177.722,979.864
035,1821.805,288.836
036,1768.013,968.380
037,165.902,1322.866
038,1924.889,724.557
039,254.598,227.493
040,407.789,171.698
041,1909.188,98.071
042,258.736,132.477
043,759.883,1645.825
044,311.620,1852.523
045,675.103,1229.550
046,1724.530,1939.102
047,371.264,272.496
048,1936.174,1963.348
049,1972.403,1169.727
050,555.258,464.520
051,1824.970,21.362
052,1930.470,232.684
053,1205.429,105.507
054,561.408,1959.842
055,7.593,509.532
056,1078.909,1459.621
057,1025.572,708.619
058,1538.637,832.908
059,752.904,1369.924
060,700.140,364.370
061,910.771,1566.624
062,850.123,1191.956
063,1731.189,625.991
064,1405.607,27.571
065,1667.759,741.489
066,321.146,32.264
067,1690.344,247.756
068,935.748,968.138
069,1030.739,626.295
070,1486.126,1643.614
071,1688.525,953.538
072,657.631,375.985
073,1159.714,1818.136
074,1393.644,1845.865
075,1011.556,627.540
076,1638.111,26.972
077,1541.327,772.353
078,873.786,406.430
079,135.587,102.019
080,1128.192,436.151
081,1390.717,316.590
082,1514.646,1387.720
083,1371.984,156.109
084,1531.487,1519.813
085,620.230,593.447
086,334.526,1665.998
087,1542.046,1915.801
088,534.124,1372.185
089,914.176,766.562
090,1510.073,1579.689
091,1275.413,1989.193
092,601.697,634.065
093,343.597,69.612
094,1170.065,182.292
095,568.196,1615.032
096,1372.726,1343.203
097,1358.154,227.825
098,267.691,1453.401
099,802.621,1681.004
100,1871.526,519.034
101,1828.566,332.369
102,1108.365,590.455
103,115.138,1324.696
104,91.180,1938.050
105,1993.177,1161.014
106,799.008,1179.161
107,352.131,280.396
108,860.671,433.710
109,1781.564,1565.680
110,1995.699,1655.607
111,513.613,1450.426
112,1576.696,1842.937
113,31.473,304.591
114,863.212,557.159
115,491.193,606.923
116,1340.330,361.626
117,139.782,843.555
118,1878.706,701.171
119,75.941,977.651
120,1308.145,936.986
121,906.919,1345.869
122,1865.099,447.084
123,1028.651,1982.192
124,1392.943,1509.480
125,1194.985,897.365
126,1382.489,1734.975
127,266.664,1864.953
128,1925.173,1541.134
129,1341.448,116.624
130,1651.620,1574.134
131,1316.256,1585.474
132,952.683,282.465
133,84.970,1226.627
134,956.697,661.382
135,907.421,1867.571
136,96.913,1161.955
137,35.557,1765.331
138,777.520,114.432
139,489.518,272.489
140,1449.043,54.046
141,983.629,20.531
142,1321.508,1211.414
143,1928.067,1042.868
144,292.898,1728.694
145,1188.705,923.173
146,1153.890,1815.363
147,1155.700,489.623
148,847.556,647.087
149,128.958,393.124
150,560.758,1656.929
151,441.758,900.644
152,709.868,1561.691
153,1920.637,472.576
154,549.162,141.061
155,239.391,79.010
156,1410.783,1672.699
157,610.504,1762.012
158,1205.860,469.496
159,125.643,211.546
160,1355.788,1749.148
161,1035.922,497.699
162,1801.693,707.555
163,35.156,1235.808
164,818.152,1648.877
165,1148.456,1007.060
166,1538.981,1276.917
167,776.968,21.742
168,1857.887,803.159
169,677.736,172.252
170,736.754,125.082
171,119.133,1613.231
172,1175.825,1039.103
173,175.381,904.595
174,983.915,1168.175
175,298.295,1381.973
176,344.672,1773.557
177,800.354,1981.641
178,901.656,44.277
179,1558.987,378.974
180,1861.891,110.738
181,1425.323,771.574
182,404.190,1654.103
183,1247.427,299.134
184,253.209,1387.985
185,1427.364,656.833
186,614.219,991.067
187,1317.419,175.292
188,1857.672,1067.656
189,702.196,1897.395
190,1507.535,925.244
191,1153.437,1210.454
192,1590.626,1819.111
193,819.621,1851.737
194,1462.908,897.023
195,1031.727,1667.298
196,810.539,737.637
197,949.655,392.827
198,482.104,323.062
199,1049.163,1109.435
200,883.519,825.003
