id,x,y
001,637.032,660.228
002,3574.524,3133.517
003,1826.231,1132.818
004,822.153,262.950
005,820.735,3416.434
006,1198.776,341.688
007,1937.751,3910.317
008,291.520,47.596
009,977.713,1576.702
010,356.029,430.272
011,3213.876,1534.221
012,2052.658,291.235
013,907.223,1853.263
014,3122.253,1217.206
015,6.876,3921.558
016,355.955,2715.063
017,2609.846,3792.608
018,3099.919,3784.207
019,2431.815,531.212
020,2166.049,3523.108
021,3821.539,1568.449
022,3802.159,2381.705
023,1321.419,3977.458
024,3415.223,525.060
025,2847.293,2309.265
026,2144.895,1080.338
027,669.026,1088.178
028,1944.525,2585.229
029,1629.342,2442.787
030,536.479,111.787
031,2684.408,3535.300
032,3099.592,1981.549
033,96.058,454.381
034,1311.982,2898.081
035,767.415,698.078
036,3866.972,1123.222
037,2317.123,3504.923
038,104.239,3302.840
039,744.811,522.536
040,1590.519,2354.315
041,3203.709,3832.876
042,2954.602,828.415
043,2968.849,3409.927
044,2820.666,1693.406
045,2529.534,848.499
046,1337.773,2531.940
047,3369.693,524.375
048,1029.511,214.717
049,2904.803,823.129
050,379.884,1156.556
051,2586.459,1828.787
052,780.893,247.778
053,685.345,2112.531
054,3159.089,3791.750
055,802.477,919.020
056,1885.382,2010.443
057,1976.921,2170.307
058,2069.543,527.844
059,3996.443,2197.542
060,1732.492,1853.735
061,638.152,2339.493
062,1985.364,2363.526
063,1317.581,1471.753
064,972.553,2436.606
065,3324.584,34.298
066,2341.414,1408.615
067,3668.284,588.129
068,1388.884,2554.308
069,3434.691,1575.278
070,1108.443,3721.736
071,2817.789,609.295
072,3567.889,3195.612
073,356.169,2049.848
074,425.676,2738.595
075,667.505,480.342
076,776.780,84.272
077,3278.881,3139.285
078,570.672,1691.128
079,858.958,376.023
080,3800.836,1132.059
081,1866.417,2602.357
082,606.417,27.472
083,1958.201,20.808
084,2477.691,296.185
085,1962.335,3081.204
086,961.404,2522.343
087,3723.201,2374.571
088,2921.743,2335.921
089,950.837,2733.376
090,124.633,2046.131
091,1358.306,1863.543
092,1985.106,3203.017
093,110.099,1990.553
094,2303.445,1767.733
095,3146.579,2865.283
096,1274.598,3072.779
097,3556.120,2217.929
098,2017.319,1756.256
099,1638.489,1052.460
100,1263.689,2699.154
101,254.085,1988.841
102,575.786,3234.939
103,515.248,1533.663
104,3119.638,519.149
105,246.288,34.892
106,456.591,348.962
107,3974.246,3897.982
108,186.227,1832.033
109,1810.983,3558.755
110,2722.828,1476.657
111,908.517,3445.038
112,501.414,34.950
113,1042.900,2598.022
114,1048.308,151.530
115,1114.575,1494.019
116,1002.115,2946.980
117,3082.365,2901.861
118,1737.044,3707.083
119,1272.640,3611.865
120,1330.868,3614.587
121,3279.750,753.182
122,1667.404,2831.777
123,728.053,1247.787
124,1862.744,3216.895
125,3781.793,1226.195
126,3351.674,746.271
127,3755.299,2755.494
128,811.848,3814.305
129,3957.947,3523.803
130,1798.675,957.269
131,495.195,401.687
132,1926.299,2837.177
133,3485.714,3107.594
134,483.166,386.890
135,356.150,498.783
136,3564.296,871.789
137,639.366,2899.418
138,1063.669,1449.900
139,2392.061,1976.612
140,991.551,1926.346
141,1631.507,3125.611
142,2558.230,1362.306
143,3159.242,1585.849
144,2380.283,2092.682
145,1308.480,2006.537
146,214.396,2070.639
147,34.897,3138.808
148,2290.805,2423.949
149,1024.447,1517.890
150,1714.495,97.249
151,829.592,2200.716
152,2452.181,2451.212
153,823.982,2006.273
154,1990.567,1156.325
155,1276.899,1801.301
156,286.131,9.414
157,3611.231,184.220
158,2504.359,2301.861
159,2928.993,781.579
160,72.300,3714.625
161,3646.647,1336.850
162,1664.528,1957.947
163,1639.235,2260.167
164,3157.834,484.575
165,2004.567,1834.040
166,763.217,3920.392
167,3185.680,134.183
168,1399.962,107.057
169,440.485,505.372
170,2055.264,633.162
171,2974.279,905.299
172,202.178,1505.578
173,2806.396,2347.638
174,1505.016,3262.886
175,1581.418,3253.196
176,3316.061,3396.429
177,1329.751,1986.993
178,3407.248,1598.442
179,3601.493,2717.355
180,3557.600,2636.813
181,1055.621,1955.627
182,681.401,2817.581
183,2057.345,2979.019
184,2012.738,3722.434
185,2949.895,262.673
186,699.688,1100.649
187,3622.949,1647.855
188,2840.190,1136.472
189,3870.918,492.668
190,1608.019,1555.351
191,1453.613,1898.021
192,2490.288,3145.247
193,339.564,1585.492
194,1286.026,2593.836
195,3786.798,657.903
196,2283.600,1593.071
197,1406.192,1399.548
198,2833.449,1798.645
199,1610.402,120.174
200,1517.419,919.295
