id,x,y
001,976.665,413.029
002,972.359,136.930
003,469.510,182.321
004,706.817,927.558
005,475.515,735.536
006,623.299,802.911
007,637.942,895.479
008,631.929,486.823
009,918.025,865.610
010,489.953,451.770
011,593.655,256.642
012,558.709,929.481
013,107.079,435.260
014,175.811,127.740
015,968.617,440.848
016,944.227,805.455
017,777.491,97.426
018,166.001,430.398
019,971.490,437.524
020,211.156,290.147
021,975.168,566.928
022,246.583,163.553
023,484.612,679.758
024,948.281,678.909
025,942.372,772.644
026,791.421,678.324
027,679.557,176.598
028,459.124,380.814
029,227.239,466.986
030,557.021,24.498
031,80.472,182.788
032,766.838,551.387
033,560.827,662.389
034,564.084,225.576
035,422.858,199.065
036,93.705,787.371
037,99.004,65.551
038,869.014,90.399
039,346.751,622.702
040,17.223,593.820
041,387.152,402.734
042,429.279,557.255
043,808.591,121.193
044,875.106,837.758
045,521.408,80.590
046,457.169,531.119
047,44.008,585.988
048,314.721,250.084
049,536.929,526.950
050,272.620,41.043
051,583.447,448.844
052,430.773,492.008
053,57.253,404.091
054,597.703,979.078
055,812.424,286.922
056,334.632,919.188
057,282.987,758.162
058,818.214,899.630
059,84.273,761.035
060,749.157,176.793
061,779.423,581.635
062,183.639,338.338
063,422.374,14.369
064,935.611,156.723
065,321.749,276.276
066,606.762,203.484
067,637.457,615.148
068,753.901,815.411
069,291.437,627.236
070,917.843,295.594
071,511.511,800.162
072,647.417,315.256
073,640.980,945.797
074,600.968,713.507
075,7.681,494.930
