id,x,y
001,776.609,744.613
002,708.625,502.369
003,107.703,641.857
004,512.735,739.072
005,378.448,549.297
006,455.320,118.552
007,233.417,668.453
008,102.769,698.622
009,4.719,327.584
010,672.355,497.305
011,709.597,21.319
012,583.035,754.670
013,426.806,42.996
014,742.690,574.834
015,336.235,668.050
016,301.400,28.311
017,318.863,408.053
018,530.346,447.797
019,63.487,733.897
020,282.457,355.105
021,467.814,65.539
022,74.823,622.448
023,1.187,273.603
024,414.774,768.506
025,601.450,517.706
026,662.090,588.125
027,317.827,240.357
028,20.280,155.702
029,220.114,201.762
030,748.586,26.771
031,556.145,495.618
032,205.653,440.226
033,548.473,564.708
034,408.984,256.159
035,169.098,640.743
036,244.333,324.161
037,40.872,552.510
038,135.992,526.345
039,716.367,595.197
040,533.126,133.018
041,494.640,454.881
042,552.462,23.023
043,10.115,750.411
044,654.291,522.213
045,38.216,506.853
046,323.816,28.382
047,210.132,39.533
048,71.986,300.222
049,235.179,33.544
050,138.552,289.047
051,782.495,491.846
052,73.137,519.861
053,34.215,216.576
054,96.361,539.211
055,193.453,279.189
056,254.987,193.259
057,50.869,23.534
058,654.498,518.667
059,772.255,762.949
060,555.898,347.101
061,620.175,232.806
062,124.553,321.866
063,100.382,97.699
064,573.387,131.568
065,120.081,282.974
066,796.017,480.540
067,538.007,530.227
068,567.705,301.609
069,170.271,117.782
070,669.714,125.682
071,282.592,526.498
072,11.897,781.226
073,44.079,684.155
074,648.383,477.962
075,109.429,360.685
