id,x,y
001,311.468,452.686
002,143.638,333.054
003,268.162,285.166
004,535.669,492.882
005,320.903,519.252
006,111.050,189.019
007,197.524,86.761
008,34.644,38.524
009,495.147,307.853
010,444.931,27.524
011,296.295,233.416
012,466.309,425.983
013,108.058,523.366
014,312.146,520.103
015,553.704,360.128
016,469.627,555.689
017,12.274,577.088
018,223.484,95.374
019,464.295,154.313
020,183.843,443.468
021,565.989,216.448
022,5.272,344.749
023,376.696,222.078
024,107.897,368.507
025,547.482,357.265
026,17.935,482.787
027,123.522,101.765
028,235.330,513.356
029,98.123,368.889
030,118.309,193.613
031,180.549,410.571
032,123.917,56.093
033,212.549,551.339
034,434.606,355.250
035,190.649,76.687
036,546.949,554.874
037,476.422,343.929
038,143.093,410.027
039,290.649,59.828
040,351.412,97.925
041,590.175,388.857
042,411.046,562.252
043,174.540,535.138
044,416.155,183.126
045,408.911,13.773
046,278.227,332.392
047,22.320,88.671
048,378.331,186.301
049,48.580,374.344
050,227.729,363.329
051,325.122,404.202
052,312.811,120.412
053,570.505,259.531
054,152.466,466.327
055,519.117,70.196
056,178.620,141.127
057,528.389,322.103
058,199.013,75.834
059,504.005,415.146
060,176.890,82.450
061,350.090,39.650
062,430.129,339.316
063,235.462,56.814
064,57.897,474.764
065,152.254,15.168
066,148.572,292.971
067,415.729,51.896
068,200.814,525.655
069,206.102,480.760
070,126.978,189.335
071,505.670,327.096
072,152.030,398.945
073,101.092,202.766
074,71.908,264.903
075,363.974,316.349
