id,x,y
001,76.570,747.101
002,558.659,202.363
003,712.130,756.218
004,45.829,522.315
005,567.063,624.687
006,946.926,418.316
007,753.218,703.322
008,565.284,534.602
009,830.205,812.752
010,563.554,596.023
011,964.923,600.406
012,448.176,589.011
013,560.846,432.660
014,90.829,349.521
015,268.551,264.556
016,261.874,255.615
017,438.364,544.586
018,422.559,752.159
019,354.322,110.739
020,5.122,145.103
021,569.393,587.679
022,569.768,23.910
023,11.967,490.914
024,34.850,245.682
025,969.850,245.964
026,651.387,137.969
027,635.345,578.489
028,733.874,646.823
029,824.721,449.563
030,345.633,713.317
031,558.185,217.347
032,90.276,309.947
033,588.921,365.361
034,757.526,129.676
035,682.751,778.314
036,535.921,870.569
037,426.406,338.463
038,593.111,112.340
039,656.394,454.045
040,402.275,912.151
041,293.920,368.807
042,203.462,712.121
043,851.394,24.872
044,617.583,958.519
045,604.607,856.136
046,317.754,972.838
047,602.468,42.901
048,471.757,939.613
049,968.292,636.496
050,483.717,185.068
051,989.171,934.891
052,304.268,368.864
053,563.960,318.839
054,10.868,162.399
055,391.813,933.104
056,523.574,600.317
057,598.638,947.819
058,37.115,115.693
059,907.484,618.854
060,516.345,47.594
061,494.117,71.919
062,499.513,614.657
063,105.538,17.939
064,214.672,698.843
065,795.592,919.838
066,527.251,908.177
067,893.009,648.675
068,437.227,965.221
069,830.868,937.503
070,477.243,726.965
071,234.347,606.419
072,478.847,436.408
073,20.927,573.199
074,134.627,954.005
075,672.213,191.281
076,603.381,653.720
077,687.424,344.183
078,575.781,11.196
079,78.048,305.676
080,334.817,933.144
081,131.582,591.942
082,290.231,408.976
083,659.322,558.462
084,932.303,265.131
085,669.133,821.760
086,683.918,448.643
087,853.079,545.930
088,516.736,386.090
089,14.497,27.098
090,9.617,52.802
091,201.975,863.439
092,983.029,909.189
093,157.969,137.911
094,31.349,615.446
095,231.339,837.771
096,807.651,574.031
097,319.726,166.006
098,37.516,19.605
099,720.342,347.188
100,137.593,476.955
101,571.672,748.859
102,471.246,674.100
103,457.218,611.199
104,808.268,897.642
105,208.624,584.265
106,312.946,140.272
107,376.675,443.858
108,181.311,486.875
109,267.715,15.468
110,362.420,46.726
111,419.709,370.284
112,848.720,338.341
113,155.897,596.350
114,562.487,696.781
115,210.181,978.293
116,29.281,744.538
117,486.369,729.397
118,192.958,332.322
119,475.515,197.697
120,809.391,249.605
121,382.563,963.577
122,947.602,320.703
123,424.519,949.321
124,672.208,28.491
125,727.728,807.280
126,987.350,664.015
127,675.006,883.370
128,239.962,506.391
129,464.353,382.606
130,427.165,168.656
131,454.043,104.428
132,873.354,584.063
133,847.152,584.488
134,930.972,250.452
135,336.886,174.749
136,53.282,913.824
137,46.137,696.357
138,818.942,630.521
139,860.496,694.445
140,249.782,471.777
141,833.664,608.879
142,345.272,910.081
143,260.140,119.742
144,723.203,477.790
145,42.070,627.047
146,54.025,421.470
147,219.960,12.438
148,854.178,913.980
149,903.400,315.181
150,7.284,960.837
151,923.140,181.569
152,903.227,883.474
153,614.311,684.574
154,817.883,509.055
155,707.650,69.646
156,937.739,288.856
157,149.669,561.100
158,280.392,552.187
159,570.785,334.945
160,470.836,285.791
161,522.703,658.469
162,563.167,716.696
163,440.550,746.674
164,358.687,619.694
165,34.067,484.532
166,451.847,356.397
167,72.297,186.962
168,66.571,768.757
169,260.965,884.802
170,445.689,553.845
171,2.834,697.572
172,997.474,583.223
173,481.344,564.238
174,185.881,212.734
175,173.570,782.708
176,307.078,618.058
177,7.577,280.479
178,136.463,4.402
179,756.877,396.472
180,596.320,718.375
181,57.109,899.528
182,829.811,549.689
183,797.339,259.641
184,47.974,809.604
185,570.225,285.888
186,775.859,539.427
187,24.214,549.977
188,331.416,169.135
189,191.461,381.040
190,282.865,378.041
191,577.907,808.232
192,579.948,228.960
193,201.627,272.463
194,920.437,912.064
195,833.145,657.444
196,124.362,191.692
197,644.053,482.200
198,356.699,140.569
199,452.919,358.855
200,755.459,98.246
