id,x,y
001,351.323,628.058
002,722.996,469.460
003,216.058,119.451
004,206.285,568.514
005,386.875,325.752
006,501.091,69.455
007,96.076,593.842
008,403.477,643.988
009,778.382,659.990
010,15.074,784.847
011,405.568,473.064
012,676.111,601.808
013,739.045,547.836
014,758.097,208.192
015,576.572,586.414
016,262.547,288.994
017,101.734,72.321
018,159.295,532.625
019,289.025,8.773
020,381.499,665.649
021,478.813,715.889
022,423.026,79.858
023,73.876,89.866
024,142.153,260.813
025,229.855,139.675
026,746.448,213.767
027,75.832,427.447
028,310.023,324.813
029,434.677,78.141
030,130.854,252.457
031,770.368,48.715
032,748.081,758.784
033,175.621,301.100
034,721.219,416.912
035,359.334,302.517
036,106.614,426.204
037,792.908,564.623
038,171.924,49.247
039,438.602,191.851
040,678.421,796.193
041,555.714,348.230
042,20.161,366.173
043,584.960,315.421
044,546.000,333.320
045,264.815,769.668
046,615.440,158.735
047,603.523,226.038
048,532.730,704.763
049,685.573,300.106
050,747.881,259.587
051,61.239,538.319
052,518.500,548.040
053,253.843,316.546
054,2.239,220.388
055,366.356,724.563
056,353.250,54.719
057,161.864,468.688
058,465.902,453.181
059,515.515,340.647
060,625.940,219.927
061,498.725,210.102
062,87.387,655.735
063,135.169,666.342
064,145.621,322.588
065,548.831,440.834
066,632.413,636.657
067,487.206,88.455
068,352.476,445.856
069,526.431,573.692
070,585.044,377.406
071,656.033,430.579
072,113.240,181.096
073,364.069,551.359
074,84.806,770.624
075,560.587,610.673
076,106.008,429.528
077,570.772,532.677
078,381.824,798.584
079,327.561,571.980
080,719.463,24.799
081,758.281,749.665
082,406.573,199.936
083,617.601,311.752
084,63.355,646.273
085,740.163,559.863
086,70.149,701.454
087,149.429,309.074
088,18.328,368.076
089,689.180,674.785
090,55.163,528.400
091,218.831,312.193
092,388.165,539.519
093,780.789,608.777
094,181.944,116.862
095,21.742,12.497
096,371.841,507.585
097,637.709,77.668
098,606.813,278.001
099,782.101,236.241
100,23.585,430.521
101,218.973,766.289
102,5.666,248.887
103,98.640,796.152
104,254.317,490.987
105,195.411,517.068
106,87.581,87.909
107,513.278,422.820
108,204.162,155.202
109,687.729,454.649
110,52.795,220.580
111,594.233,595.548
112,549.037,70.131
113,629.754,495.828
114,194.410,231.101
115,442.342,181.971
116,650.237,712.885
117,635.176,37.394
118,531.421,322.976
119,531.941,250.798
120,790.374,344.077
121,536.982,5.581
122,609.040,700.193
123,788.689,424.428
124,533.348,749.561
125,272.202,99.670
126,596.779,414.290
127,428.868,272.552
128,296.271,101.323
129,374.300,430.014
130,428.992,128.762
131,181.437,561.093
132,240.435,653.840
133,195.904,675.751
134,584.828,634.238
135,210.836,253.190
136,147.098,434.893
137,638.854,626.890
138,173.207,399.347
139,34.461,495.789
140,164.293,525.455
141,529.203,169.036
142,214.929,466.891
143,728.334,350.281
144,590.737,248.208
145,615.971,480.975
146,482.869,313.128
147,1.567,69.652
148,371.668,108.054
149,543.388,671.929
150,577.791,132.062
151,578.442,670.762
152,520.164,744.458
153,615.466,329.008
154,602.385,177.668
155,626.506,529.415
156,186.600,433.990
157,249.867,329.007
158,749.681,223.643
159,546.418,234.837
160,238.915,236.137
161,627.079,365.457
162,39.597,385.339
163,42.111,514.876
164,289.274,500.013
165,1.885,174.864
166,655.882,469.467
167,666.329,482.831
168,208.883,781.765
169,679.096,574.717
170,169.625,239.123
171,501.546,165.266
172,69.542,291.340
173,340.261,774.866
174,491.330,213.181
175,120.243,635.147
176,261.326,84.441
177,290.701,771.022
178,356.401,480.947
179,664.101,190.271
180,494.152,624.572
181,60.633,398.587
182,541.392,146.111
183,96.126,110.716
184,555.792,50.812
185,459.893,290.092
186,771.849,644.809
187,273.777,374.214
188,577.922,375.295
189,459.463,582.945
190,602.104,570.887
191,512.816,652.065
192,703.419,653.368
193,85.685,505.879
194,74.174,486.468
195,553.107,663.617
196,288.982,749.020
197,104.130,400.266
198,505.703,488.455
199,783.758,738.609
200,524.658,25.868
