id,x,y
001,32.910,21.552
002,458.289,62.392
003,583.134,558.685
004,470.735,69.530
005,414.038,364.802
006,345.953,565.376
007,260.940,16.464
008,500.237,294.240
009,361.364,570.717
010,582.703,429.680
011,452.927,386.391
012,274.328,150.108
013,320.654,558.188
014,215.332,144.465
015,314.380,134.335
016,571.879,402.797
017,265.666,34.731
018,140.972,505.740
019,366.004,297.164
020,173.379,458.276
021,183.502,163.671
022,599.287,234.254
023,314.994,428.137
024,191.366,292.994
025,1.638,258.365
026,306.890,336.009
027,385.003,383.832
028,250.458,293.499
029,364.339,438.051
030,395.943,584.799
031,278.832,97.577
032,516.292,232.705
033,312.149,511.357
034,209.816,384.958
035,137.395,12.239
036,491.603,4.334
037,546.517,410.588
038,36.947,319.834
039,543.137,107.945
040,113.485,24.060
041,181.461,336.922
042,508.419,386.172
043,588.345,211.499
044,524.661,318.680
045,219.322,564.223
046,208.154,426.697
047,155.710,329.937
048,434.916,22.616
049,132.660,553.969
050,474.369,383.236
051,56.571,399.822
052,441.398,585.547
053,334.420,71.321
054,185.333,281.310
055,410.985,277.994
056,59.003,240.732
057,283.969,408.432
058,578.476,397.177
059,457.545,226.201
060,454.701,519.812
061,374.182,263.607
062,202.141,300.015
063,308.733,342.628
064,288.790,35.420
065,491.992,317.941
066,204.162,191.602
067,446.909,549.780
068,532.328,414.423
069,224.797,544.791
070,513.240,289.824
071,254.775,32.760
072,191.620,348.737
073,534.640,546.184
074,90.075,527.705
075,261.933,7.691
076,54.248,385.969
077,377.432,477.565
078,448.904,349.960
079,278.163,389.299
080,267.517,135.496
081,560.055,267.882
082,159.392,452.046
083,450.399,193.120
084,481.596,370.950
085,210.007,96.718
086,405.985,426.686
087,515.385,81.386
088,62.174,280.673
089,567.853,136.603
090,436.369,219.315
091,286.548,400.539
092,428.797,1.073
093,411.138,130.391
094,27.932,443.038
095,133.397,351.988
096,418.196,12.367
097,233.919,124.812
098,556.119,357.461
099,202.683,455.643
100,295.084,194.750
101,446.420,405.549
102,202.805,596.717
103,131.919,542.516
104,207.035,163.019
105,149.687,111.041
106,144.862,539.237
107,515.141,540.398
108,440.202,94.298
109,65.755,203.100
110,69.499,120.610
111,123.218,33.694
112,459.641,581.905
113,450.719,9.304
114,24.624,253.243
115,514.538,281.729
116,397.682,390.956
117,497.417,456.359
118,463.491,177.831
119,123.082,154.937
120,262.380,309.605
121,299.711,245.936
122,508.161,577.484
123,558.502,112.959
124,244.858,32.891
125,114.672,157.121
126,250.382,471.680
127,518.394,423.856
128,554.689,137.117
129,438.980,10.253
130,288.492,557.358
131,46.377,438.531
132,136.159,349.238
133,0.535,76.727
134,30.561,402.656
135,368.312,445.967
136,122.324,110.647
137,429.443,414.747
138,572.603,508.696
139,210.491,428.989
140,180.588,38.510
141,69.395,141.160
142,384.586,268.189
143,238.158,524.840
144,142.283,166.973
145,420.216,45.132
146,329.528,492.889
147,134.103,243.021
148,294.329,2.110
149,152.089,140.511
150,233.683,267.203
