id,x,y
001,426.041,630.738
002,672.509,260.989
003,682.580,378.957
004,91.256,284.361
005,701.906,395.043
006,104.631,88.701
007,212.483,279.361
008,450.558,341.721
009,608.429,617.329
010,234.094,37.765
011,536.415,503.722
012,719.008,443.207
013,576.654,386.774
014,379.469,691.612
015,622.465,548.220
016,117.911,430.984
017,797.135,344.739
018,567.057,16.686
019,252.016,331.225
020,234.469,153.728
021,145.362,568.458
022,254.853,50.711
023,119.866,67.619
024,649.127,607.878
025,203.966,584.831
026,569.853,375.118
027,235.488,312.477
028,337.432,179.571
029,292.816,655.520
030,407.465,510.817
031,233.094,213.198
032,31.816,669.039
033,45.400,125.199
034,438.837,584.137
035,407.054,709.353
036,213.479,627.478
037,463.484,145.986
038,231.607,747.887
039,593.594,282.392
040,162.209,54.212
041,432.782,132.362
042,267.234,87.052
043,492.769,740.724
044,427.907,532.462
045,516.820,579.783
046,243.301,480.656
047,46.423,798.736
048,31.646,610.783
049,725.775,347.069
050,28.393,17.557
051,783.938,90.034
052,614.861,509.692
053,51.355,381.586
054,385.833,120.463
055,182.997,44.081
056,49.718,86.222
057,673.859,162.484
058,569.410,680.300
059,630.815,167.708
060,492.037,441.435
061,310.405,531.880
062,274.567,338.512
063,260.202,253.294
064,219.702,685.410
065,277.751,1.262
066,75.195,551.260
067,156.742,684.658
068,81.021,728.285
069,654.847,641.445
070,762.818,500.369
071,477.434,251.729
072,28.105,471.365
073,205.550,712.884
074,387.200,148.441
075,694.457,136.501
076,486.651,176.836
077,625.826,337.457
078,790.905,50.328
079,124.776,367.269
080,776.767,175.799
081,554.499,495.394
082,682.711,157.889
083,752.300,520.849
084,299.496,271.343
085,59.266,219.305
086,330.180,704.376
087,56.405,253.769
088,102.291,343.858
089,7.772,254.836
090,63.376,315.407
091,752.185,731.118
092,749.115,12.905
093,126.846,679.800
094,510.799,371.632
095,107.251,419.619
096,229.845,149.043
097,398.946,722.292
098,563.096,789.722
099,712.665,341.388
100,710.242,588.368
