id,x,y
001,485.859,523.870
002,393.134,17.807
003,591.028,442.216
004,348.180,215.406
005,545.075,513.636
006,29.736,318.965
007,99.471,519.695
008,585.078,81.622
009,184.861,250.988
010,265.964,592.990
011,69.325,205.689
012,361.320,512.253
013,521.431,136.058
014,518.441,166.510
015,516.837,206.759
016,188.096,331.590
017,585.298,364.744
018,488.574,220.384
019,319.759,302.620
020,245.455,295.479
021,573.162,468.435
022,511.963,204.868
023,581.814,108.750
024,197.088,146.913
025,468.453,498.677
026,252.714,206.211
027,58.692,530.791
028,337.942,28.018
029,226.695,37.954
030,214.051,262.353
031,140.017,195.540
032,404.539,57.179
033,101.537,535.457
034,274.252,216.553
035,539.365,338.743
036,192.997,500.079
037,38.303,131.802
038,282.940,217.055
039,598.592,319.966
040,488.120,252.211
041,6.284,223.345
042,136.106,84.716
043,72.132,104.638
044,122.359,192.626
045,183.936,533.407
046,381.068,391.722
047,110.483,143.776
048,420.886,363.990
049,77.722,299.038
050,148.506,343.206
