id,x,y
001,553.740,122.715
002,118.599,943.460
003,670.843,165.627
004,653.238,674.512
005,778.309,252.182
006,432.004,625.784
007,133.099,820.323
008,988.575,933.321
009,873.238,410.747
010,170.633,889.276
011,121.661,118.765
012,802.104,888.620
013,603.933,185.005
014,601.611,912.685
015,729.080,83.023
016,521.971,307.319
017,60.022,669.087
018,555.147,34.701
019,311.596,511.850
020,809.923,978.097
021,329.145,973.568
022,610.739,611.141
023,283.444,878.422
024,754.591,372.879
025,598.206,723.505
026,364.447,221.965
027,871.881,723.173
028,760.984,720.730
029,195.092,426.072
030,244.673,617.199
031,708.161,163.571
032,572.940,721.562
033,224.533,19.688
034,673.411,708.649
035,617.299,258.871
036,61.339,251.308
037,536.604,412.627
038,983.063,283.774
039,668.834,10.767
040,728.626,98.909
041,958.772,35.465
042,652.002,680.687
043,40.987,498.843
044,13.675,575.877
045,878.388,915.006
046,491.354,805.516
047,330.485,945.562
048,398.602,148.979
049,369.550,190.154
050,326.916,696.344
